Year,COURSE CODE,"1. As a complete and useful guide for the course, the syllabus was: ",2. Relevance of activities and assignments to course goals was:,"3. Relevance of required readings (websites, articles, text, etc.) ",4. The effectiveness of the delivery format was: ,"5. Overall, the course content was: ",COURSE CONTENT,1. Quality and helpfulness of the mentor feedback was: ,2. Timely response by the mentor for inquiries was: ,3. MentorÂs availability for extra help was: ,"4. Overall, the mentor was: ",MENTOR
2024,COMM6256,4,4,4,4,4, ,4,4,4,5, 
2024,NSCI6101,4,4,4,4,4, ,4,4,4,4, 
2024,ENGL6360,3,4,4,4,4, ,4,4,4,4, 
2024,PEDH112,5,5,5,5,5, ,5,5,5,5, 
2024,PHIL121,5,5,5,5,5, ,3,3,3,3, 
2024,STAT112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6100,5,5,5,5,5, ,3,3,3,3, 
2024,MBA104,5,5,5,5,5, ,5,5,5,5, 
2024,GE6107,5,5,5,5,5, ,5,5,5,5, 
2024,RSCH122,5,5,5,5,5, ,5,5,5,5, 
2024,NSCI6301,5,5,5,5,5, ,5,5,5,5, 
2024,GE6106,5,5,5,5,5, ,5,5,5,5, 
2024,MIT523,2,2,2,2,2,"There was a Certified CCNA who taught this course as an undergrad. Her teaching was clear as crystal, and I don't know what happened to her. Students should not be an afterthought when creating the course and the assessments",2,2,2,2, 
2024,HUMSS124,3,5,3,5,5, ,3,3,3,5, 
2024,NSCI6202,4,5,4,4,3, ,4,4,4,4, 
2024,CS372,4,5,5,5,5, ,5,5,5,5, 
2024,HUMSS125,5,5,5,5,5, ,5,5,5,5, 
2024,CPAR122,3,3,3,3,3, ,3,3,3,3, 
2024,ACTG6251,4,4,4,4,4, ,4,4,4,4, 
2024,ACTG6480,5,5,5,5,5,I personally had difficulties with the guidelines but fortunately able to finished the course. ,5,5,5,5, s 
2024,MBA104,4,4,4,5,5,"Contents of this course was quiet relevant, precise and easily understood provided also videos with discussions that aid for better understanding.",4,4,4,5,"Overall, my experience learning at AMA University Online Education was very interesting and convenient."
2024,PHYED6103,4,4,4,5,4, ,4,4,4,4, 
2024,PHYED6200,3,3,3,3,3, ,3,3,3,3, 
2024,BP005,4,4,4,4,4,Everything was okay.,4,3,3,3,Nothing more.
2024,GE6105,4,4,4,4,4,the course was helpful and good,4,4,5,4,the mentor was a success and understandable
2024,HUMSS112,3,3,3,3,3, ,3,3,3,3, 
2024,GE6103,5,5,5,5,5, ,5,5,5,5,Satisfied and well-informed.
2024,GE6105,4,4,4,4,4, ,4,4,5,4, 
2024,ENGL121,4,4,4,4,4,needs more explanation and examples,4,4,4,4, 
2024,BAMM6301,5,5,5,5,5, ,5,5,5,5, 
2024,GE6102,4,4,4,4,4, ,4,4,5,4, 
2024,CPAR122,4,4,4,4,4,na,4,4,4,4,na
2024,MATH,4,4,4,4,4,Some questions in the quizzes/assignments have typographical errors. ,3,3,3,3, 
2024,GBIO121,4,4,4,4,4, ,4,4,4,4, 
2024,ITE6104,3,3,3,3,3,J,3,3,3,4,K
2024,EDUC6320,5,5,5,5,5, ,5,5,5,5, 
2024,ECON6110,4,4,4,4,4, ,5,5,5,5, 
2024,COMM6105,4,4,4,4,4,at least once a month mentor-mentee meeting,3,3,3,3,at least once a month mentor-mentee meeting
2024,ACTG6143A,3,3,3,3,3,Thank you po!,3,3,3,3,Thnak you po!
2024,MGT6370A,5,5,5,5,5,Everything is Great. Thank you,5,5,5,5,"The mentor was really helpful and has good discussions, very precise and understandable. Thankyou"
2024,PHYC122,5,5,5,5,5, ,5,5,5,5, 
2024,ELSC111,5,5,5,5,5, ,5,5,5,5, 
2024,ITE6102,5,5,5,5,5, ,5,5,5,5, 
2024,GE6103,5,5,5,5,5, ,5,5,5,5,None 
2024,ITE6200,2,3,3,2,3,Please update the modules some activities are not doable ,4,4,5,4, 
2024,EDUC423,5,5,5,5,5, ,5,5,5,5, 
2024,FILI111,5,5,5,5,5, ,4,4,4,4, 
2024,ITE6220,3,3,3,3,3, ,3,3,3,3, 
2024,GE6104,4,4,4,4,4, ,4,4,4,4, 
2024,FILI111,5,5,5,5,5, ,5,5,5,5, 
2024,MGT6267,5,5,5,4,4,"I think this is my favorite course this term so far. The grammar is decent, the lessons are clear-cut and very interesting, and I enjoy the practical/mathematical parts of the exams and wish there were more of those.",5,5,5,5, 
2024,BAHRM6210,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,5,4,5,5,5, ,5,5,5,5, 
2024,PSYC6303,5,5,5,5,5, ,4,4,4,5, 
2024,IT211,4,4,4,4,4, ,4,4,4,4, 
2024,GE6103,5,5,5,5,5,"All good, learned a lot from this course! :) ",5,5,5,5, 
2024,ENGL6301,3,3,3,3,3, ,3,3,3,3, 
2024,PSYC6503,5,5,5,5,5,na,5,5,5,5,na
2024,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2024,GE6300,4,4,5,4,4, ,4,4,4,4, 
2024,ENGL6334,5,5,5,5,5, ,5,5,5,5, 
2024,BAFM6303,5,5,5,5,5, ,5,5,5,5, 
2024,COMM6256,5,5,5,5,5, ,5,5,5,5, 
2024,FILI6301,5,5,5,5,5, ,5,5,5,5, 
2024,ECON6152,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL112,4,4,4,4,4, ,4,4,4,4, 
2024,GE6104,5,5,5,5,5, ,5,5,5,5,Long Patience
2024,MATH,4,4,4,4,4,So far so good,4,4,4,4,"So far, its good"
2024,ETHICS6375,4,5,4,5,4, ,5,5,5,5, 
2024,MIT535,5,5,5,5,5, ,5,5,5,5, 
2024,MBA604,4,4,4,5,5,Latest Virtual Lesson and must be working properly,5,5,5,5,Thanks for immediate response and support
2024,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2024,BP002,5,5,5,5,5,ALL GOOD,5,5,5,5,EXCELLENT
2024,MBA104,5,5,5,5,5, ,5,5,5,5,Professor Tonog is very responsive reckoning that I messaged him out of his working days and hours. He's still assisting his student's concerns.
2024,GE6104,5,5,5,5,5, ,5,5,5,5, 
2024,GE6103,4,4,4,4,4,Understand the modules ,5,5,5,5,patience 
2024,GE6100,4,4,4,4,4, ,4,4,4,4, 
2024,ETHNS6101,5,5,5,5,5, ,5,5,5,5, 
2024,MGT6260,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,5,5,5,5,5,Good,5,5,5,5,Good
2024,PSYC6204,4,4,4,4,4, ,5,5,5,5, 
2024,PSYC6204,4,4,4,4,4, ,5,5,5,5, 
2024,PEDH112,5,5,5,5,5,Excellent,3,3,3,5,Excellent
2024,ENTR122,5,5,5,5,5,NONE,5,5,5,5,NONE
2024,PSYC6201,3,3,3,3,3,.,3,3,3,3,.
2024,THC6144,2,3,2,1,1,please allow review so that we can know what is wrong ,2,2,2,2,please allow me to review my answer for me to know what is wrong and to know the right answer. i cant find some of the answer in our module
2024,GE6300,3,3,3,3,3,na,4,4,4,4,na
2024,ENGL6311,4,4,5,5,3,Thank you,5,4,4,5,Thank you
2024,PHIL121,5,5,5,5,5, ,3,3,3,3, 
2024,CS6209,5,5,5,5,5, ,5,5,5,5, 
2024,ACTG6251,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL112,5,5,5,5,5,The course is difficult but very helpful for me.,5,5,5,5,This course made me think hard. Thank you for the course.
2024,MAPEH6102,3,3,3,3,3, ,3,3,3,3, 
2024,ENGL234,5,5,5,5,5, ,5,5,5,5, 
2024,NSTP6101,5,5,5,5,5, ,5,5,5,5, s
2024,IT6212,4,4,4,4,4, ,3,3,3,3, 
2024,EDUC6201,4,3,4,3,4, ,4,3,4,4, 
2024,PEDH122,4,4,4,4,4, ,4,4,4,4, 
2024,ITE6201,4,4,4,4,4, ,2,2,2,3, 
2024,ENGL6311,3,3,3,3,3, ,3,3,3,3, 
2024,REM6269,4,4,4,4,4, ,4,4,4,4,thank you po
2024,ENGL6311,4,4,3,4,3, ,4,4,4,5, 
2024,GE6104,5,5,5,5,5, ,5,5,5,5,None 
2024,ENGL220,1,1,1,1,1,There are lots of errors and correct answers that were wronged by the system,1,2,1,1, 
2024,BAMM6301,5,5,5,5,5,More details on the video lectures. 6 minutes is too short,5,5,5,5,More details on the video lectures. 6 minutes is too short
2024,PSYC6502,5,5,5,5,5, ,5,5,5,5, 
2024,CPE6101,5,5,4,5,4, ,3,3,3,3, 
2024,GE6101,4,4,4,4,4, ,4,4,4,4, 
2024,THC6150,5,5,5,5,5, ,5,5,5,5, 
2024,EDUC6421,5,5,5,5,5, ,5,5,5,5, 
2024,NSCI6401,5,5,5,5,5, ,5,5,5,5, 
2024,BAMM6401,4,4,4,4,4, ,4,4,4,4, 
2024,ECON6142,5,5,5,5,5,NONE,5,5,5,5,NONE
2024,ENGL121,5,4,4,5,4, ,5,5,5,5, 
2024,GE6103,4,4,5,4,4, ,3,3,3,3, 
2024,COMM6342,5,5,5,5,5, ,5,5,5,5, 
2024,3LP1,3,3,3,3,3, ,3,3,3,3, 
2024,PSYC6403,4,4,4,4,4, ,4,4,4,4, 
2024,ACTG6498,5,5,5,5,5,Everything was great already.,5,5,5,5,The modules prepared by the mentor is very helpful.
2024,ENTR122,5,5,5,5,5, ,5,5,5,5, 
2024,BP006,5,5,5,5,5,The course content was informative despite of some challenges in understanding terms and problems in the video lectures. ,5,5,5,5,Prof. Abelle explained well the sample problems in the video lecture. Hopefully will have whole week with video lecture as this will help the students to learn more through problem samples. 
2024,PSYC6502,5,5,5,5,5,na,5,5,5,5,na
2024,HUMSS112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6107,5,5,5,5,5,Good,5,5,5,5,Thank you for your effort.
2024,GE6102,5,5,4,5,5, ,3,3,3,3, 
2024,CHEM122,5,5,5,5,5, ,5,5,5,5, 
2024,CS6105,4,4,4,4,4, ,3,3,3,4, 
2024,CPAR122,3,3,3,3,3, ,3,3,3,3, 
2024,HUMSS126,4,4,4,4,4, ,5,4,4,4, 
2024,HUMSS126,4,4,5,4,4, ,5,4,4,4, 
2024,PSYC6401,5,5,5,5,5,na,5,5,5,5,na
2024,CS6202,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH122,5,5,5,5,5,NONE,5,5,5,5,NONE
2024,PHYED6103,4,4,4,4,4, ,4,4,4,4, 
2024,BP003,5,5,5,5,5, ,5,5,5,5, 
2024,GE6300,4,4,4,4,4, ,5,4,4,4, 
2024,PHYED6200,4,4,4,4,4, ,4,4,4,4, 
2024,PHYED6200,5,5,5,5,5, ,5,5,5,5, 
2024,MATH6100,5,5,5,3,4, ,5,5,5,5, 
2024,BP006,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6503,4,4,4,4,4, ,4,4,4,4, 
2024,PSYC6502,4,4,4,4,4, ,4,4,4,4, 
2024,EDUC6240,4,4,4,4,4, ,4,4,4,4, 
2024,ENG6201,5,5,5,5,5,none,5,5,5,5, 
2024,BAMM6206,5,5,5,5,5,none so far ,5,5,5,5,Good Mentor
2024,GE6116,4,4,4,4,5, ,4,4,4,4, 
2024,ACTG6146,4,4,4,4,4,I have some assignments that i could not figure what was the correct answer but there is no Review option.,4,4,4,4, 
2024,STAT112,5,5,4,4,5, ,5,5,5,5, 
2024,RSCH111,3,3,3,3,3, ,3,3,3,3, 
2024,MBA106,4,4,4,4,4, ,4,4,4,4, 
2024,PSYC6502,5,5,5,5,5, ,5,5,5,5, 
2024,GE6106,4,4,4,4,4, ,4,4,4,4, 
2024,MBA104,5,5,5,5,5, ,5,5,5,5, 
2024,PHIL121,4,4,4,4,4, ,4,4,4,4, 
2024,GE6101,5,5,5,4,5, ,5,5,5,5, 
2024,BP007,5,5,5,5,5,"AMA OED is really great, it is just exactly what we need.",5,5,5,5,The project submission instruction in this subject is not complete. 
2024,BP005,5,5,5,5,5, ,3,3,3,3, 
2024,MGT6267,5,5,5,5,5, ,5,5,5,5,Maybe to conduct a zoom class at least once a month 
2024,NSTP6102,4,4,4,4,4, ,4,4,4,4, 
2024,MGT6211,4,4,4,4,4,The activities are smooth.,4,4,4,4,Thank you for the lessons
2024,GE6115,4,4,4,4,4,Mixed synchronous and asynchronous,4,5,5,4, 
2024,ACTG6487,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6201,5,5,5,5,5,"I don""t have any compalain with this course so far.",5,5,5,5,"I just wonder where the other test questions come from; might there is missing module in my dashboard that i haven't read: example was ""skill on the beam"".related thank you"
2024,FILI6301,4,5,5,5,5,To include both synchronous and asynchronous,5,5,5,5, 
2024,MSCS7101,4,4,4,5,4, ,4,4,4,4, 
2024,ENGL6310,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6106,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6204,5,5,5,5,5, ,5,5,5,5, 
2024,PHIL121,5,5,5,5,5,None.,5,5,5,5,None.
2024,ICT112,4,4,5,4,4, ,5,4,4,4,Mentor have been a bit helpful.
2024,COMM6236,5,5,5,5,5, ,5,5,5,5, 
2024,ECON6110,5,5,5,5,4, ,5,4,5,5, 
2024,FILI112,5,4,5,4,5, ,4,5,4,5, 
2024,HUMSS112,5,4,5,5,5, ,5,5,5,5, 
2024,ACTG6498,5,5,5,5,5, ,5,5,5,5, 
2024,GE6116,5,5,5,5,5,"AMA OED , help us working adults to achieved more of our dreams .",5,5,5,5,"Video Lectures and Modules are great , I had so much fun in learning this course . "
2024,HMRM111,5,4,5,5,5,I don't have any suggestions,4,4,4,4,Mentor is helpful
2024,PHIL121,5,5,5,5,5,None.,5,5,5,5,None.
2024,BUSC112,3,3,3,3,3, ,3,3,3,3, 
2024,BUSC112,4,3,4,4,4, ,5,5,5,5, 
2024,EE6100,4,5,5,4,4, ,5,5,5,5, 
2024,FILI201,4,4,4,4,4,na,4,4,4,4,na
2024,GE6108,4,4,4,4,4, ,4,4,4,4, 
2024,GE6108,4,4,4,4,4, ,4,4,4,4, 
2024,GE6104,5,5,5,5,5,100% Satisfied,5,5,5,5,100% Satisfied
2024,ACTG6483,5,5,4,5,5, ,5,5,5,5, 
2024,LAW6254,5,5,5,5,5, ,5,5,5,5, 
2024,MBA101,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6100,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6230,5,5,5,5,5,if there is a listening app for the pdf file would be nice.,5,5,5,5,I am satisfies with my mentor. 
2024,BP001,3,3,5,4,4, ,3,4,4,4, 
2024,BAMM6201,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6102,3,3,3,3,3, ,3,3,3,3, 
2024,FILI111,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6200,4,4,4,4,4, ,3,3,3,3, 
2024,ENGL6102,4,3,1,1,3,Some questions in the quizzes and assignments and long quizzes were not part of any modules or video lectures whatsoever. Hope to remove these questions for future participants,4,3,4,3,none
2024,PEDH122,4,4,4,4,4, ,4,4,4,4, 
2024,NSTP6102,5,5,5,5,5, ,5,5,5,5, 
2024,MATH200,3,3,3,3,4, ,3,3,3,4, 
2024,GE6114,4,4,4,4,4, ,4,4,4,4, 
2024,ICT112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6103,4,4,4,4,4, ,4,4,4,4, 
2024,GE6300,5,5,5,5,5,Excellent ,5,5,5,5,Thank you! 
2024,IT6202,3,4,3,3,4,NONE,3,3,3,3,NONE
2024,IT6210A,4,4,4,3,3,ON THE VIDEO PRESENTATION KINDLY EXPLAIN THE TOPIC IN DETAILED.,4,4,5,4,THERE ARE QUESTIONS IN THE EXAM THAT ARE NOT FOUND IN THE MODULE.
2024,GE6116,4,4,4,4,4, ,4,4,4,4, 
2024,EDUC6301,5,5,5,5,5,"So far, I don't have any complain about the course.",5,5,5,5,"I enjoyed accomplishing the course project given, even it is very challenging but I did it."
2024,ELSC111,5,5,5,5,5, ,4,4,4,4, 
2024,HUMSS125,5,5,5,5,5, ,5,5,5,5, 
2024,EDUC6244,5,5,5,5,5, ,5,5,5,5, 
2024,REM6234,5,5,5,5,5,Contents on the module must be more than 2 pages so student can use that as a reference for studying,5,5,5,5,Contents on the module must be more than 2 pages so student can use that as a reference for studying
2024,HUMSS112,5,4,5,5,5, ,5,5,5,5, 
2024,GE6106,5,5,5,5,5, ,5,5,5,5,My Mentor is very informative in every discussion.
2024,EAPP111,5,5,5,5,5,I have no suggestions.,4,4,4,4,The mentor is good.
2024,BAFM6303,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6102,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6102,5,5,5,5,5, ,5,5,5,5, 
2024,UCSP111,5,5,5,5,5,None.,5,5,5,5,None.
2024,NSCI6302,4,4,4,4,4, ,4,4,4,4, 
2024,HUMSS112,5,4,5,5,5, ,5,5,5,5, 
2024,GE6106,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,5,2,5,5,5, ,5,4,4,4, 
2024,GE6104,5,5,5,5,5,Everything's good for me and I suggest to keep it that way.,5,5,5,5,keep providing good quality of education even online thank you so much
2024,ENGL121,3,4,4,4,3,great!,4,3,4,3,great !
2024,COMP6101,3,4,3,3,3,Please redo the presentations and video lectures because sometimes it's hard to understand. I always rely on the modules because it's the most reliable out of the three.,5,5,5,5, 
2024,ENGL6233,5,4,4,5,4,Nothing,4,5,4,5,All good.
2024,LAW6254,5,5,5,4,5, ,5,5,5,5, 
2024,ENGL6311,5,5,5,5,5,none,5,5,5,5,none
2024,COMM6240,3,3,2,3,5, ,5,5,5,5, 
2024,BUSC112,3,4,4,5,5, ,4,5,5,5, 
2024,NSCI151,4,4,4,4,4, ,4,4,4,4, 
2024,NSCI6302,2,2,2,2,3,Na,3,3,3,3, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,IT6212,4,4,4,4,4, ,4,4,4,4, 
2024,MGT311,5,5,5,5,5, ,5,5,5,5, 
2024,COMM6301,5,5,5,5,5, ,5,5,5,5, 
2024,IT301,5,5,5,5,5, ,5,5,5,5, 
2024,BUSC112,5,4,5,4,4, ,5,5,5,5, 
2024,GBIO122,3,3,3,3,3, ,3,3,3,3, 
2024,PHYED6200,3,3,3,3,3, ,3,3,3,3, 
2024,EDUC6241,5,5,5,5,5, ,5,5,5,5,KEEP UP THE GOOD WORK
2024,EDUC6240,5,5,5,4,4,Everything was okay.,4,4,4,4,Everything was fine.
2024,ACTG6491,4,4,4,4,4,Great modules.,4,4,4,4,Very professional at helpful
2024,3LP2,5,5,4,5,5,everything is okay for me,5,5,4,4,social media account of mentor for easier and faster communication regarding the subject
2024,ICT112,5,5,5,5,5,I don't have any suggestions but i do have a comment about this course and it's mentor. i really enjoyed and learned a lot because of how clear it was explained.,5,5,5,5,"I have no suggestions, i really enjoyed this course and the mentor's explanation on their virtual class were really clear."
2024,GE6106,5,5,5,5,5, ,5,5,5,5, 
2024,HMRM112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6115,4,4,4,4,4, ,4,4,4,4, 
2024,ENGL221,3,4,4,4,3, ,3,3,3,3, 
2024,COMM6100,4,4,4,4,4,I appreciate the updated information on the status of digital media. Perhaps a guided tour for example on digital media would be appreciated or a recorded interview with  a member of PPI about the the practice of the code of ethics.,3,3,3,3,a scheduled once a month mentor-mentee conversation
2024,BAMM6101,5,5,5,5,5,over all materials are easy to understand.,5,5,5,5,Presentations and reading materials are very informative.
2024,PSYC6201,5,5,5,4,5, ,5,4,4,4, 
2024,ENGL6350,4,4,4,4,4,N/a,4,4,4,4,N/a
2024,SSCI6204,3,3,3,3,3, ,3,3,3,3, 
2024,THC6139,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6102,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH122,4,4,4,4,4, ,4,4,4,4, 
2024,PHYED6200,4,4,4,4,4, ,4,4,4,4, 
2024,STAT112,5,4,4,5,5, ,5,5,5,5, 
2024,ELSC111,5,5,5,5,5, ,4,4,4,4, 
2024,PHIL121,5,5,5,5,5, ,4,4,4,4, 
2024,PHIL121,5,5,5,5,5, ,4,4,4,4, 
2024,EDUC6301,5,5,4,5,5,VERY SATISFY,5,5,5,5,THANK YOU
2024,BP002,5,5,5,5,5,none,5,5,5,5,excellent
2024,CHEM122,5,5,5,5,5, ,5,5,5,5, 
2024,MEIL122,5,5,5,5,5, ,5,5,5,5, 
2024,BAMM6302,3,3,3,3,3, ,3,3,3,3, 
2024,ACTG6498,5,5,5,5,5, ,3,3,3,4, 
2024,MEIL122,5,5,5,4,4, ,4,4,4,4, 
2024,RSCH111,5,5,5,5,5, ,5,5,5,5, 
2024,FABM121,5,5,5,5,5, ,5,5,5,5, 
2024,STAT112,5,4,4,4,5, ,5,5,5,5, 
2024,PSYC6201,3,3,3,3,3,na,3,3,3,3,na
2024,GE6103,4,4,4,4,5, ,4,4,4,4, 
2024,MPA7004,5,5,5,5,5,none,5,5,5,5,none
2024,MGT6370A,5,5,5,5,5, ,5,5,5,5,Always fast respond and very patient in answering all my concerns.
2024,IT6223,4,5,4,4,4, ,4,4,4,4, 
2024,HUMSS112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6108,5,5,5,5,5,Good,5,5,5,5,Thank you for effort
2024,GE6103,3,3,3,3,3, ,3,3,3,3, 
2024,STAT112,5,5,5,5,5,Good,5,5,5,5,Good
2024,ETHNS6101,3,3,3,3,3, ,3,3,3,3, 
2024,PHYC121,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,5,5,5,5,5,Excellent ,5,5,5,5,Thank you!
2024,MBA101,4,4,4,4,4, ,5,5,5,5,"Professor Mary is helpful for my assignment particularly of my  research  title, she provide me a suggestions for my research topic which help me to decide quickly. Also, very open for help on my research by assuring that she are willing to help anytime. With it comes to the study materials such as powerpoint presentations and videos it is very will constructed the materials and easy to understand. Hence, it good for studying for the first time doing a research thesis like me. "
2024,PEDH121,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH121,5,5,5,5,5, ,5,5,5,5, 
2024,EDUC6240,5,5,5,5,5, ,5,5,5,5, 
2024,GE6100,5,5,5,5,5,Studying this course has been smooth-sailing and fruitful. I learned a lot thanks to the detailed modules and presentations. ,5,5,5,5,"Mentor is always approachable, and answers to queries on time."
2024,PHYED6102,4,4,4,4,4,na,4,4,4,4,na
2024,MIS6232,5,5,5,5,5, ,5,5,5,5, 
2024,FLAN6300,4,4,4,4,4,ok,4,4,4,4,Ok
2024,GE6304,5,5,4,5,5,GIVE ATLEAST GIVE 2 ATTEMPTS TO KNOW THE CORRECT ANSWER.,5,4,4,5,MY MENTOR IS CAN BE EASILY APPROACH WHEN I HAVE A PROBLEM.
2024,GE6304,5,5,4,5,5,GIVE ATLEAST GIVE 2 ATTEMPTS TO KNOW THE CORRECT ANSWER.,5,4,4,5,MY MENTOR IS CAN BE EASILY APPROACH WHEN I HAVE A PROBLEM.
2024,FILI121,4,4,4,4,4, ,4,4,4,4, 
2024,FILI121,4,4,4,4,4, ,4,4,4,4, 
2024,NSCI6100,4,4,4,4,4, ,4,4,4,4, 
2024,ECON6151,4,4,4,4,4, ,5,5,5,5, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,PHYC121,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6104,4,4,5,4,4, ,4,5,4,4, 
2024,MBA105,3,4,4,3,3, ,3,3,3,4, 
2024,PHYC122,3,3,3,3,3, ,3,3,3,3, 
2024,REM6268,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,3,3,5,1,3, ,5,3,3,5, 
2024,MGT6140A,4,4,4,5,5, ,5,5,5,5, 
2024,GE6104,5,5,4,5,5, ,4,4,4,4, 
2024,ENGL6225,5,5,5,5,5, ,5,5,5,5, 
2024,IT6200,4,5,4,4,4, ,5,5,5,5,none
2024,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2024,CPE6101,5,5,5,4,4,Some topics lack videos,5,5,5,5, 
2024,GE6104,4,4,4,4,4,  ,3,3,3,3,GREAT
2024,GE6114,4,4,4,4,4, ,3,3,3,3, 
2024,ACTG6152,3,3,3,3,3, none,3,3,3,3,none
2024,BP003,5,5,5,5,5,none,5,5,5,5,excellent
2024,ENGL6201,5,5,5,5,5,"For improving the online experience at AMA University Online Education includes enhancing the user interface for seamless navigation, integrating engaging interactive tools, providing personalized learning experiences, ensuring mobile-friendly access, expanding comprehensive support services, implementing continuous feedback mechanisms for enhancement, fostering collaborative learning opportunities, offering robust faculty development programs, exploring innovative technologies, and promoting vibrant community engagement through virtual events and student clubs.",5,5,5,5,"""Enhancing the user interface for intuitive navigation, integrating engaging interactive tools, ensuring mobile accessibility, expanding comprehensive support services, encouraging regular feedback, offering professional development opportunities, fostering community engagement, updating course content with clear learning objectives, personalizing learning paths, and ensuring accessibility standards will collectively enrich the online learning experience at AMA University Online Education."""
2024,GE6114,4,4,4,4,4, ,4,4,4,4, 
2024,BP005,5,5,5,5,5,none,5,5,5,5,none
2024,EDUC6309,5,5,5,5,5,Keep it Up!,5,5,5,5,One of the best mentors I have had
2024,GMAT111,3,3,3,3,3, ,3,3,3,3, 
2024,GE6300,4,4,4,4,4, ,4,4,4,4, 
2024,GE6116,5,5,4,5,5,The course content is good and I learned a lot.,5,5,5,5, 
2024,BP001,4,4,4,4,4, ,4,4,4,4, 
2024,HMRM111,5,5,5,5,5, ,5,5,5,5, 
2024,BAFM6444,5,5,5,5,5, ,5,5,5,5, 
2024,UCSP111,5,5,5,5,5,None.,5,5,5,5,None.
2024,MATH6100,5,5,5,5,5, ,5,5,5,5, 
2024,MATH6324,5,5,5,5,5,Excellent,5,5,5,5,Excellent mentor!!
2024,ECON6351,5,5,5,5,5, ,5,5,5,4, 
2024,ECON6152,4,3,4,3,4, ,5,5,5,5, 
2024,PHYED6101,5,5,5,5,5, ,5,5,5,5, 
2024,GE6104,5,5,5,5,5, ,4,4,4,4, 
2024,GE6108,4,4,4,4,4, ,4,4,4,4, 
2024,FABM112,4,4,4,4,4, ,4,4,4,4, 
2024,HUMSS122,5,5,5,5,5,/a,5,5,5,5, 
2024,FMGT6259,5,5,5,5,5, ,5,5,5,5, 
2024,STAT112,3,3,3,3,3, ,3,3,3,3, 
2024,ENGL6301,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6311,5,5,5,5,5, ,5,5,5,5, 
2024,PSCI6102,5,5,5,5,5, ,5,5,5,5, 
2024,GMAT111,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6101,3,3,3,3,3, ,3,3,3,3, 
2024,PHIL121,3,3,3,3,3, ,3,3,3,3, 
2024,PSYC6305,5,5,5,5,5, ,5,5,5,5, 
2024,BUSC112,3,3,3,3,3, ,3,3,3,3, 
2024,BP001,4,4,4,4,4,Enhance the online experience for English for Academics and Professional Purposes at AMA University Online Education with more interactive multimedia.,4,4,4,4,Improve the online learning experience for English for Academics and Professional Purposes at AMA University Online Education by enhancing interactivity.
2024,ETHNS6101,4,4,4,4,4, ,4,4,4,4, 
2024,BAMM6301,4,4,4,4,4, ,4,4,4,4, 
2024,PSCI6001,4,4,4,4,4, ,3,3,3,3, 
2024,GE6103,5,5,5,5,5, ,5,5,5,5, 
2024,ITE6102,3,3,3,3,3, ,3,3,3,3, 
2024,ITE6102,5,5,5,5,5,The module and video recordings were great and clear! ,5,5,5,5,The Professor is clear and great with the video recordings!
2024,HUMSS111,4,4,4,4,4, ,5,5,5,5, 
2024,ENGL6311,3,4,3,4,4, ,4,4,4,4, 
2024,EAPP111,4,4,4,4,4, ,3,3,3,3, 
2024,STAT112,3,3,3,3,3, ,3,3,3,3, 
2024,UCSP111,4,5,5,5,5,I have no suggestions. But the course is good and i learned a lot,5,5,5,5,I have no suggestions whatsoever but my experience with the course is good
2024,3LP1,5,5,5,5,5, ,5,5,5,5, 
2024,GE6100,5,5,5,5,5, ,5,5,5,5, 
